代码,名称,备注
2807,江阴银行,深耕江阴本土市场，人缘地缘优势鲜明。网点、员工、资产均集中于
603323,苏农银行,地处长三角一体化区域的农村商业银行             
2142,宁波银行,管理层高度稳定，风控严格，资产质量稳健，主抓核心客户“主账户
600926,杭州银行,富有特色的科技文创和绿色金融体系，打造新型智慧银行     
601916,浙商银行,深耕浙江，立足长三角，布局全国。              
601528,瑞丰银行,普惠金融践行者，区域小微领军行               
2948,青岛银行,山东省首家主板上市银行，立足青岛，辐射山东         
601665,齐鲁银行,山东省首家、全国第四家与外资银行实现战略合作的城商行    
2958,青农商行,山东省第一家地级市农商行                  
601229,上海银行,唯一在养老服务领域同时获得两项国家级荣誉的金融机构     
601825,沪农商行,上海首家A股上市农商行，是上海地区营业网点最多的银行之一。 
601318,中国平安,综合金融+医疗健康，中国保险行业变革引领者，4渠道+3产品助
601628,中国人寿,历史悠久，人身险保费市占率持续第一，市场地位稳固      
601319,中国人保,新中国第一家全国性保险公司，新中国保险业的奠基者和开拓者  
601601,中国太保,连续六年新增客户数超一千万，客户群体遍及全国，历史分红率可观
601336,新华保险,全国大型的寿险公司                     
627,天茂集团,子公司国华人寿是一家全国性寿险公司             
2423,中粮资本,中粮集团旗下运营管理金融业务的专业化公司及投资平台，构建了以
300399,天利科技,国内领先的移动信息应用整体解决方案提供商          
300242,佳云科技,国内基于手机厂商广告商业化代理资质最全的供应商       
600927,永安期货,公司是浙江省内分支机构数量最多的期货公司之一        
600120,浙江东方,浙江重点打造的国有金融控股平台，涵盖信托、期货、融资租赁等 
987,越秀资本,从事证券、融资租赁、不良资产管理、私募基金等多元金融业务  
603093,南华期货,首家期货上市公司，控股股东横店集团实力雄厚。        
2961,瑞达期货,国内大型全牌照期货公司，营业网点覆盖全国主要经济地区    
1236,弘业期货,江苏地区相对具有影响力的期货公司              
600107,美尔雅,公司拥有全国工艺流程最长的服装生产线和全手工制作服装生产线 
2021,中捷资源,全球最大的工业缝纫机生产基地之一              
600390,五矿资本,实体产业重组转型的央企控股金控企业，由央企五矿集团间接控股，
600705,中航产融,聚焦战略发力产投，深化产融助力实业，受益军工资产证券化   
600517,国网英大,业务涵盖配电装备、电网运维、高压试验、节能工程、碳资产管理 
563,陕国投A,行业领先的信托公司                     
600816,建元信托,唯一上交所上市信托公司                   
600901,江苏金租,国内首家及目前唯一一家A股上市金融租赁公司，实控人为江苏省国
603300,海南华铁,钢支撑龙头，国内设备管理规模前二的综合性租赁服务商，专注于建
617,中油资本,紧密围绕油气产业链、供应链，立足中石油集团资源禀赋，致力于为
600643,爱建集团,从事融资租赁、资产管理等业务，并控股爱建信托、参股爱建证券 
600318,新力金融,从事小额贷款、融资租赁、融资担保、典当和P2P网贷等类金融业
600830,香溢融通,香溢融通是我国上市公司中最早涉及小贷典当概念的公司之一   
300551,古鳌科技,金融机具企业，布局数字货币与证券信息服务领域。       
958,电投产融,国家电网旗下公司，主营业务涉及电力行业和金融行业。     
532,华金资本,珠海市国资委旗下上市公司，股权投资管理+实体产业经营协同发展
600570,恒生电子,证券IT和Fintech龙头，核心产品市占率领先，横向扩张至
600446,金证股份,金融科技全领域服务商，覆盖“金融科技+数字经济”两大赛道，以
603383,顶点软件,综合实力强劲的金融IT厂商                 
300674,宇信科技,银行IT细分龙头，业务壁垒高、成长性好           
555,神州信息,金融科技全产业链综合服务商                 
300872,天阳科技,传统银行IT业务高景气，积极布局云计算，打造第二增长曲线。 
301236,软通动力,国内领先的软件与信息技术服务商。              
300348,长亮科技,国内领先的金融核心系统解决方案供应商            
300339,润和软件,构建了面向金融行业的软件全生命周期管理能力平台       
600571,信雅达,公司为金融IT服务商，主要业务是为以银行业为主的金融机构，提
300663,科蓝软件,深耕银行IT守正出奇，乘政策东风享信创红利         
2987,京北方,银行IT龙头，实现了国有六大行、十二家股份制商业银行的全覆盖
300561,汇金科技,国内最早拓展金融行业现金及重控物品管理解决方案的专业公司。 
300377,赢时胜,服务于国内的金融资产管理和资产托管领域的领先企业      
300465,高伟达,中国领先的金融信息化软件产品和综合服务提供商之一      
300380,安硕信息,为金融机构提供信贷资产管理及风险管理领域的一体化IT解决方案
300541,先进数通,国内少数几家同时为四大行提供IT基础设施建设及运维服务的服务
2657,中科金财,公司一流的银行IT解决方案供应商，为金融机构、政府与公用事业
301208,中亦科技,信创服务领军，专注数据库、操作系统、存储等IT基础架构   
300542,新晨科技,以金融行业为核心，覆盖军航空管的专业信息化解决方案与服务供应
948,南天信息,国资控股及云南省唯一主板上市IT企业，保持银行IT业务领先。
300925,法本信息,聚焦自主安全可控技术，持续为客户提供先进的IT服务和解决方案
300368,ST汇金,打造“金融机具—金融科技—金融服务”全产业链的业务格局   
603927,中科软,背靠中科院拥有丰富的产业和技术资源，通过长期深耕保险IT领域
2152,广电运通,大湾区数字金融和AI+应用双线开花的领军企业        
603106,恒银科技,国内领先的以金融智能终端为核心的智慧银行解决方案提供商。  
600776,东方通信,集通信和金融电子网络于一体的行业应用整体解决方案提供商   
2177,御银股份,广东省ATM设备行业领先企业                
300448,浩云科技,安防业务业内资质较齐全的企业之一              
300205,ST天喻,深耕数据安全，以卡为盾终端为矛。公司以智能卡业务起家，业务包
997,新大陆,数字货币基建龙头                      
300130,新国都,基于金融POS机的入口优势，拓展电子支付业务        
300531,优博讯,移动智能行业应用解决方案开发的先驱和市场领先者       
300941,创识科技,电子支付IT方案商，为商户及银行提供电子支付涉及的软硬件产品
2104,恒宝股份,国内入围银行智能卡及数据安全解决方案等服务提供商最全的企业。
2017,东信和平,实控人中国电科，提供数字信息安全产品及系统解决方案，包括智能
3040,楚天龙,智能卡行业领军者，深度布局数字人民币产品未来可期      
300096,ST易联众,在民生行业信息化领域拥有国内领先的技术和研究成果      
2908,德生科技,社保民生综合运营服务商。公司联合国内领先的运营商和大厂，实现
300248,新开普,智慧校园、智慧政企软件产品综合服务商            
301116,益客食品,中国大型禽类食品龙头企业，主营业务范围主要覆盖肉禽行业产业链
529,广弘控股,肉类食品供应为主和教育出版物发行为辅的优质企业       
